"Company 
(Maker-if known)","Specific Bean Origin
or Bar Name","Cocoa
Percent","Company
Location",Rating,"Bean
Type","Broad Bean
Origin"
Fresco,"Markham Valley, #221, DR, MC",0.69,U.S.A.,3.5, ,Papua New Guinea
Fresco,"Sambirano Valley, #216, MR, LC",0.74,U.S.A.,4.0,Trinitario,Madagascar
Fresco,"Markham Valley, #220, MR, MC",0.69,U.S.A.,4.0,Trinitario,Papua New Guinea
Fresco,"Markham Valley, #222, LR, 0C",0.69,U.S.A.,3.0,Trinitario,Papua New Guinea
Fresco,"Ghana, #211, MR, MC",0.74,U.S.A.,2.75,Forastero,Ghana
Fresco,"Jamaica, #209, DR, SC",0.7,U.S.A.,3.25,Trinitario,Jamaica
Fresco,"Conacado, #212, LR, SC",0.72,U.S.A.,3.5, ,Dominican Republic
Fresco,"Jamaica, #210, DR, MC",0.7,U.S.A.,3.5,Trinitario,Jamaica
Fresco,"Sambirano Valley, #214, LR, MC",0.74,U.S.A.,2.75,Trinitario,Madagascar
Fresco,"Conacado, #213, DR, -C",0.72,U.S.A.,3.25, ,Dominican Republic
Fresco,"Sambirano Valley, #215, MR, MC",0.74,U.S.A.,3.0,Trinitario,Madagascar
Fresco,"Chuao, #218, MR, MC",0.76,U.S.A.,3.25,Trinitario,Venezuela
Fresco,"Chuao, #217, DR, MC",0.7,U.S.A.,4.0,Trinitario,Venezuela
Fresco,"Jamaica, #204, DR, SC",0.8,U.S.A.,2.75,Trinitario,Jamaica
Fresco,"Jamaica, #206, DR, LC",0.7,U.S.A.,3.0,Trinitario,Jamaica
Fresco,"Jamaica, #205, DR, MC",0.7,U.S.A.,3.25,Trinitario,Jamaica
Fresco,"Carenero Superior, #203, MR, SC",0.65,U.S.A.,3.5,Criollo,Venezuela
Friis Holm,"Rugoso, Bad Fermentation",0.7,Denmark,3.5, ,Nicaragua
Friis Holm (Bonnat),La Dalia,0.6,Denmark,3.0, ,Nicaragua
Friis Holm (Bonnat),La Dalia,0.85,Denmark,3.25, ,Nicaragua
Friis Holm (Bonnat),La Dalia,0.7,Denmark,3.5, ,Nicaragua
Friis Holm (Bonnat),"Barba, Xoco",0.7,Denmark,3.25, ,Nicaragua
Friis Holm (Bonnat),"Medagla, Xoco",0.7,Denmark,3.5, ,Nicaragua
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",0.7,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Red Mayan, Xoco",0.7,Denmark,3.25,"Criollo, Trinitario",Honduras
Friis Holm (Bonnat),"Chuno, double turned, Xoco",0.7,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Rugoso, Xoco",0.7,Denmark,3.75, ,Nicaragua
Friis Holm (Bonnat),"Johe, Xoco",0.7,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Chuno, Xoco",0.7,Denmark,3.5,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Nicaliso, Xoco",0.7,Denmark,3.5,"Criollo, Trinitario",Nicaragua
Fruition,"Wild Bolivian, Batch 2",0.74,U.S.A.,3.75,Beniano,Bolivia
Fruition,"Coto Brus, Heirloom, Batch 1",0.74,U.S.A.,4.0,Amazon mix,Costa Rica
Fruition,Gran Couva,0.7,U.S.A.,3.75,Trinitario,Trinidad
Fruition,Maranon,0.76,U.S.A.,3.0,Forastero (Nacional),Peru
Fruition,La Red,0.7,U.S.A.,3.75, ,Dominican Republic
Fruition,Camino Verde,0.75,U.S.A.,3.0, ,Ecuador
Fruition,Peru,0.7,U.S.A.,2.5, ,Peru
Fruition,Signature Blend,0.66,U.S.A.,3.25,Trinitario,Costa Rica
Fruition,Costa Rica,0.7,U.S.A.,3.0, ,Costa Rica
Garden Island,"Kaua'I, Alea Estate +world",0.85,U.S.A.,2.5,Blend,Hawaii
Georgia Ramon,Akesson P.,0.65,Germany,3.25,Trinitario,Madagascar
Georgia Ramon,ABOCFA Coop,0.7,Germany,4.0,Forastero,Ghana
Georgia Ramon,Conacado Coop,0.7,Germany,3.5,Trinitario,Domincan Republic
Georgia Ramon,Conacado Coop,0.8,Germany,3.5,Trinitario,Domincan Republic
Georgia Ramon,Akesson P.,0.75,Germany,3.5,Trinitario,Madagascar
Glennmade,"Toledo District, 2015 Harvest",0.7,U.S.A.,3.5, ,Belize
Glennmade,Bahia,0.66,U.S.A.,3.0,"Trinitario, Forastero",Brazil
Goodnow Farms,"Almendra Blanca, batch 1004",0.77,U.S.A.,2.75, ,Mexico
Goodnow Farms,"El Carmen, batch 1003",0.77,U.S.A.,3.25, ,Nicaragua
Goodnow Farms,"Asochivite, batch 1005",0.77,U.S.A.,3.25, ,Guatemala
Grand Place,"Ben Tre, Dong Nai",0.72,Vietnam,3.0,Trinitario,Vietnam
Green & Black's (ICAM),Dark,0.7,U.K.,2.5, , 
Green Bean to Bar,Madagascar,0.7,Japan,3.5, ,Madagascar
Grenada Chocolate Co.,Grenada,0.82,Grenada,3.25,Trinitario,Grenada
Grenada Chocolate Co.,Grenada,0.6,Grenada,2.75,Trinitario,Grenada
Grenada Chocolate Co.,Grenada,0.71,Grenada,2.5,Trinitario,Grenada
Guido Castagna,Arriba,0.64,Italy,3.0,Forastero (Arriba) ASS,Ecuador
Guido Castagna,Ghana,0.64,Italy,3.0,Forastero,Ghana
Guido Castagna,Trinidad & Tobago,0.64,Italy,3.0, ,"Trinidad, Tobago"
Guido Castagna,Lacri Blend,0.76,Italy,3.0, ,Venezuela
Guido Castagna,Blend,0.64,Italy,3.25, ,"Ven, Trinidad, Ecuador"
Guittard,"Epique, Blend No. 49",0.7,U.S.A.,3.75, , 
Guittard,Haiti,0.65,U.S.A.,2.75, ,Haiti
Guittard,Nicaragua,0.65,U.S.A.,2.75, ,Nicaragua
Guittard,Jamaica,0.65,U.S.A.,3.25,Trinitario,Jamaica
Guittard,Ecuador,0.65,U.S.A.,3.5, ,Ecuador
Guittard,Coucher du Soleil,0.72,U.S.A.,2.75, , 
Guittard,Lever du Soleil,0.61,U.S.A.,3.25, , 
Guittard,Onyx,0.72,U.S.A.,3.25, , 
Guittard,Trinidad,0.65,U.S.A.,3.0,Trinitario,Trinidad
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",0.55,U.S.A.,3.0, ,Hawaii
Guittard,Nocturne,0.91,U.S.A.,3.0, , 
Guittard,Complexite,0.7,U.S.A.,3.5,Blend, 
Guittard,Machu Pichu,0.65,U.S.A.,3.0, ,Peru
Guittard,Special Maker Reserve,0.64,U.S.A.,3.0, , 
Guittard,Ocumare,0.65,U.S.A.,3.5, ,Venezuela
Guittard,Quetzalcoatl,0.72,U.S.A.,3.5,Blend, 
Guittard,Chucuri,0.65,U.S.A.,3.0,Trinitario,Colombia
Guittard,Sur del Lago,0.65,U.S.A.,2.5,"Trinitario, Criollo",Venezuela
Guittard,"Sambirano, Ambanja",0.65,U.S.A.,3.5,"Criollo, +",Madagascar
Guittard,"Los Rios, Quevedo",0.65,U.S.A.,3.5,Forastero (Arriba),Ecuador
Guittard,Tsaranta,0.61,U.S.A.,3.5,Blend, 
Guittard,Semisweet,0.61,U.S.A.,3.0,Blend, 
Habitual,Papua New Guinea,0.8,Canada,2.75, ,Papua New Guinea
Habitual,Campesino w/ nibs,0.74,Canada,2.75, , 
Habitual,Dominican Republic,0.75,Canada,3.25, ,Dominican Republic
Habitual,Trinitario,0.7,Canada,3.5,Trinitario, 
Habitual,Downtown London,0.65,Canada,2.75, , 
Habitual,Africa meets Latina,0.7,Canada,3.0, , 
Habitual,Amazonas,0.8,Canada,3.0, , 
Habitual,Sharkey,0.66,Canada,3.25, ,Hawaii
Habitual,one hundred,1.0,Canada,2.0, , 
Hachez,Arriba,0.77,Germany,2.5,Forastero (Arriba),Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,0.55,Ecuador,2.75,Trinitario,Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,0.7,Ecuador,3.0,Trinitario,Ecuador
Haigh,South America and Africa,0.7,Australia,3.0, ,"South America, Africa"
Harper Macaw,"Vale do Juliana, w/ nibs",0.85,U.S.A.,3.25, ,Brazil
Harper Macaw,Brazil Blend,0.67,U.S.A.,3.0, ,Brazil
Harper Macaw,"Tome Acu E., Amazon Rainforest",0.77,U.S.A.,3.5, ,Brazil
Harper Macaw,"Vale do Juliana E., Atlantic Forest",0.74,U.S.A.,3.5, ,Brazil
Heilemann,Peru,0.64,Germany,2.75, ,Peru
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",0.7,U.S.A.,3.25,Amazon,Belize
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",0.74,U.S.A.,3.5,Amazon mix,Costa Rica
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",0.67,U.S.A.,3.5,"Amazon, ICS",Bolivia
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",0.67,U.S.A.,3.0,Beniano,Bolivia
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",0.67,U.S.A.,3.75,EET,Ecuador
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",0.67,U.S.A.,3.75, ,Hawaii
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",0.72,U.S.A.,3.5, ,Hawaii
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",0.7,U.S.A.,3.5,EET,Ecuador
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",0.77,U.S.A.,3.5,EET,Ecuador
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",0.68,U.S.A.,3.75,"Amazon, ICS",Bolivia
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",0.72,U.S.A.,4.0,Beniano,Bolivia
hello cocoa,Uganda,0.57,U.S.A.,2.75,Forastero,Uganda
hello cocoa,Venezuela,0.74,U.S.A.,3.5,Criollo,Venezuela
hexx,Tanzania,0.7,U.S.A.,2.75, ,Tanzania
hexx,Madagascar,0.74,U.S.A.,3.0,Trinitario,Madagascar
hexx,Venezuela,0.7,U.S.A.,3.0, ,Venezuela
hexx,Ecuador,0.73,U.S.A.,3.25, ,Ecuador
hexx,Peru,0.7,U.S.A.,3.25, ,Peru
Hogarth,Akesson's Estate,0.7,New Zealand,2.75,Trinitario,Madagascar
Hogarth,Carenero Superior,0.72,New Zealand,2.75,Trinitario,Venezuela
Hogarth,Conacado,0.75,New Zealand,3.25,Trinitario,Domincan Republic
Hogarth,Gran Blanco,0.66,New Zealand,3.5,Criollo,Peru
Hoja Verde (Tulicorp),Arriba,0.8,Ecuador,2.0,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Manabi,0.8,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Arriba,0.72,Ecuador,3.0,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Arriba,0.58,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Manabi,0.58,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador
Holy Cacao,Maranon,0.7,Israel,2.75, ,Peru
Holy Cacao,"Camino Verde P., Balao, Guayas",0.7,Israel,3.5, ,Ecuador
Holy Cacao,Sambirano,0.7,Israel,3.5,Trinitario,Madagascar
Holy Cacao,Gran Couva,0.7,Israel,3.5,Trinitario,Trinidad
Holy Cacao,Mara,0.7,Israel,3.5, ,Venezuela
Holy Cacao,Ivory Coast,0.7,Israel,2.5, ,Ivory Coast
Holy Cacao,Hispaniola,0.7,Israel,2.75, ,Dominican Republic
Holy Cacao,San Martin,0.7,Israel,3.5, ,Peru
Holy Cacao,Hispaniola w/ nibs,0.75,Israel,3.75, ,Dominican Republic
Honest,"Ecuador, w/ nibs",0.72,South Africa,2.5, ,Ecuador
Hotel Chocolat,"Pepiniere, single Cote",0.7,U.K.,2.75, ,St. Lucia
Hotel Chocolat,"Marcial, single Cote, 2012",0.7,U.K.,4.0,Trinitario,St. Lucia
Hotel Chocolat,"Island Growers, 2012, 120hr c.",1.0,U.K.,1.75,Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),Trinidad,0.75,U.K.,3.0,Trinitario,Trinidad
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,0.8,U.K.,3.5,Trinitario,Vietnam
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",0.9,U.K.,3.0,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",0.72,U.K.,3.0,Trinitario,Madagascar
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",0.82,U.K.,3.5,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1.0,U.K.,2.75, ,Peru
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1.0,U.K.,2.5,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1.0,U.K.,2.75, ,Dominican Republic
Hotel Chocolat (Coppeneur),Sambirano,0.66,U.K.,3.5,"Trinitario, Criollo",Madagascar
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",0.8,U.K.,3.0,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",0.65,U.K.,3.0,Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",0.65,U.K.,3.25,Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),Ecuador,0.7,U.K.,2.75, ,Ecuador
Hotel Chocolat (Coppeneur),Santo Domingo,0.7,U.K.,3.0, ,Dominican Republic
Hotel Chocolat (Coppeneur),Chuao,0.7,U.K.,2.75,Trinitario,Venezuela
Hotel Chocolat (Coppeneur),St. Lucia,0.72,U.K.,3.0, ,St. Lucia
Hotel Chocolat (Coppeneur),Uganda,0.8,U.K.,2.5,Forastero,Uganda
Hotel Chocolat (Coppeneur),Tanzania,0.75,U.K.,2.75, ,Tanzania
Hotel Chocolat (Coppeneur),Uba Budo,0.72,U.K.,3.0,Forastero,Sao Tome
Hummingbird,Lam Dong,0.7,Canada,3.5,Trinitario,Vietnam
Hummingbird,Bolivia,0.7,Canada,3.0,"Criollo, Trinitario",Bolivia
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",0.7,Canada,3.0,"Criollo, Trinitario",Bolivia
Hummingbird,Momotombo,0.7,Canada,3.0,Trinitario,Nicaragua
Hummingbird,Hispaniola,0.7,Canada,3.75,Trinitario,Dominican Republic
Hummingbird,Zorzal Reserva w/ Charles Kerchner,0.7,Canada,3.5, ,Dominican Republic
Hummingbird,"Ocumare, Cumboto",0.7,Canada,3.25,"Trinitario, Criollo",Venezuela
Hummingbird,Amazonas,0.7,Canada,3.75,Forastero,Venezuela
Idilio (Felchlin),"Chuao, Venezuela",0.72,Switzerland,3.75,Trinitario,Venezuela
Idilio (Felchlin),Coopertiva Amazona,0.72,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",0.72,Switzerland,3.75, ,Venezuela
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",0.72,Switzerland,3.25,Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",0.72,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Porcelana, Zulia",0.74,Switzerland,4.0,Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",0.72,Switzerland,3.5,Criollo,Venezuela
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",0.7,Switzerland,4.0,Trinitario,Venezuela
Idilio (Felchlin),Coopertiva Amazona w/ nibs,0.72,Switzerland,4.0,Criollo,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",0.72,Switzerland,4.0, ,Venezuela
Indah,India (south),0.61,India,2.5, ,India
Indaphoria,La Red,0.7,U.S.A.,3.25, ,Dominican Republic
Indaphoria,"Conacado, Manifesto",0.7,U.S.A.,2.75, ,Dominican Republic
Indi,Honduras,0.77,U.S.A.,3.0, ,Honduras
iQ Chocolate,"Satipo region, white label",0.72,Scotland,2.75,Criollo,Peru
iQ Chocolate,black label,0.72,Scotland,3.0, ,Peru
Isidro,Madagascar,0.72,U.S.A.,3.5,Trinitario,Madagascar
Isidro,Peru,0.72,U.S.A.,2.25, ,Peru
Isidro,Belize,0.72,U.S.A.,3.25,Trinitario,Belize
Isidro,Dominican Republic,0.72,U.S.A.,3.25, ,Dominican Republic
Izard,"Maya Mountain, Toledo, Batch 29",0.7,U.S.A.,3.5,Trinitario,Belize
Izard,"Elvesia P., Batch 32",0.7,U.S.A.,2.75, ,Dominican Republic
Jacque Torres,Trinatario Treasure,0.71,U.S.A.,2.0,Trinitario,Ghana
Jordis,Madagascar,0.63,Czech Republic,2.75,Trinitario,Madagascar
Just Good Chocolate,Belize,0.7,U.S.A.,3.5,Trinitario,Belize
Just Good Chocolate,Madagascar,0.7,U.S.A.,3.5,Trinitario,Madagascar
Just Good Chocolate,Peru,0.7,U.S.A.,4.0, ,Peru
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",0.7,Domincan Republic,3.5, ,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",0.82,Domincan Republic,3.0, ,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",0.55,Domincan Republic,3.25, ,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",0.62,Domincan Republic,3.25, ,Dominican Republic
Kakao,Peru,0.64,Germany,2.5, ,Peru
Kakao,Vanuatu,0.65,Germany,3.75,Trinitario,Vanuatu
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,0.7,Ecuador,3.0, ,Ecuador
Kallari (Ecuatoriana),Sisa's Secret/ original micro,0.7,Ecuador,3.5, ,Ecuador
Kallari (Ecuatoriana),Roberto,0.75,Ecuador,2.75, ,Ecuador
Kallari (Ecuatoriana),Diego/ original micro,0.85,Ecuador,2.5, ,Ecuador
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,0.85,Ecuador,2.75, ,Ecuador
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,0.85,Ecuador,3.0, ,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,0.75,Ecuador,2.5, ,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,0.85,Ecuador,3.0, ,Ecuador
Kaoka (Cemoi),Noir,0.7,France,2.75, , 
Kaoka (Cemoi),Ecuador,0.8,France,2.75, ,Ecuador
Kerchner,"La Red, Project Reserva, Guaconejo",0.7,U.S.A.,3.75, ,Dominican Republic
Ki' Xocolatl,Dark,0.72,Mexico,2.0, ,Mexico
Kiskadee,"La Red, Guanconjeco",0.6,U.S.A.,3.0,Trinitario,Dominican Republic
Kto,San Martin,0.72,U.S.A.,2.5, ,Peru
Kto,Ocumare,0.72,U.S.A.,2.75, ,Venezuela
Kto,Belize,0.72,U.S.A.,3.0,Trinitario,Belize
Kto,Sambirano Valley,0.72,U.S.A.,3.25,Trinitario,Madagascar
Kto,Belize,0.9,U.S.A.,3.25,Trinitario,Belize
Kto,Elvesia,0.72,U.S.A.,3.25, ,Dominican Republic
Kto,ROIG,0.72,U.S.A.,3.25, ,Dominican Republic
K'ul,"Kafupbo, Petit Bourg, De Borgnes",0.7,U.S.A.,3.25, ,Haiti
K'ul,"Maranon, Fortunato No. 4",0.7,U.S.A.,2.75,Forastero (Nacional),Peru
K'ul,"Los Rios, Hacienda Limon, Heirloom",0.7,U.S.A.,3.75, ,Ecuador
K'ul,"Bahia, Fazenda Camboa",0.7,U.S.A.,3.75,Forastero,Brazil
Kyya,Uganda,0.725,U.S.A.,2.5,Forastero,Uganda
Kyya,Hispaniola,0.725,U.S.A.,3.0, ,Dominican Republic
Kyya,Ecuador,0.725,U.S.A.,2.5, ,Ecuador
Kyya,Madagascar,0.725,U.S.A.,3.0,Trinitario,Madagascar
L.A. Burdick (Felchlin),Peru,0.74,U.S.A.,3.25, ,Peru
L.A. Burdick (Felchlin),Brazil,0.7,U.S.A.,4.0, ,Brazil
L.A. Burdick (Felchlin),Chuao,0.68,U.S.A.,3.75,Trinitario,Venezuela
L.A. Burdick (Felchlin),Quito,0.74,U.S.A.,3.75, ,Ecuador
L.A. Burdick (Felchlin),Grenada,0.75,U.S.A.,3.25,Trinitario,Grenada
L.A. Burdick (Felchlin),Dominican Republic,0.74,U.S.A.,3.75, ,Dominican Republic
L.A. Burdick (Felchlin),Venzuela,0.71,U.S.A.,3.0, ,Venezuela
L.A. Burdick (Felchlin),Madagascar,0.64,U.S.A.,3.5,Trinitario,Madagascar
L.A. Burdick (Felchlin),Bolivian,0.68,U.S.A.,3.0, ,Bolivia
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",0.7,Japan,2.25,"Trinitario, Criollo",Peru
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",0.7,Japan,2.5,"Trinitario, Criollo",Peru
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",0.7,Japan,3.0,Criollo,Peru
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",0.7,Japan,3.0,"Trinitario, Criollo",Belize
La Maison du Chocolat (Valrhona),"Cuana, 2013",0.74,France,2.75, ,"Africa, Carribean, C. Am."
La Maison du Chocolat (Valrhona),Tobago,0.6,France,3.25, ,Tobago
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",0.56,France,3.25, ,Ecuador
La Maison du Chocolat (Valrhona),Loma Sotavento,0.66,France,3.5, ,Dominican Republic
La Maison du Chocolat (Valrhona),Grenada,0.68,France,3.5,Trinitario,Grenada
La Maison du Chocolat (Valrhona),Akosombo,0.68,France,3.25,Forastero,Ghana
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",0.69,France,3.5,Criollo (Porcelana),Venezuela
La Maison du Chocolat (Valrhona),Kuruba,0.6,France,3.0, , 
La Maison du Chocolat (Valrhona),Orinoco,0.6,France,3.75, , 
La Maison du Chocolat (Valrhona),"Cuana, 2008",0.74,France,3.5,Blend,"Ven., Indonesia, Ecuad."
La Oroquidea,Peruvian Amazon,0.72,Peru,2.5, ,Peru
La Pepa de Oro,Vinces,0.6,Ecuador,3.25, ,Ecuador
Laia aka Chat-Noir,"Madagascar, Batch 59/100",0.75,France,2.75,Trinitario,Madagascar
Laia aka Chat-Noir,"Vietnam, Batch 50/100",0.75,France,2.75,Trinitario,Vietnam
Laia aka Chat-Noir,"Cuba, Batch 59/100",0.75,France,3.0, ,Cuba
Laia aka Chat-Noir,"Peru, Batch 51/100",0.75,France,3.25, ,Peru
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",0.75,France,3.0, ,Ivory Coast
Laia aka Chat-Noir,"Sao Tome, Batch 151",0.75,France,3.5,Forastero,Sao Tome
Laia aka Chat-Noir,"Bahia, Batch 148",0.75,France,3.25, ,Brazil
Laia aka Chat-Noir,"Lam Dong, Batch 153",0.75,France,3.75,Trinitario,Vietnam
Laia aka Chat-Noir,Cuba,0.7,France,2.75, ,Cuba
Laia aka Chat-Noir,Trinidad-Tobago,0.68,France,2.75, ,Trinidad-Tobago
Lajedo do Ouro,Catongo,0.7,Brazil,3.5,Forastero (Catongo),Brazil
Lake Champlain (Callebaut),Tanzania,0.75,U.S.A.,2.5, ,Tanzania
L'Amourette,Rugoso,0.8,U.S.A.,3.5,Trinitario,Nicaragua
L'Amourette,Carenero Superior,0.75,U.S.A.,3.0,Trinitario,Venezuela
L'Amourette,Rio Caribe,0.75,U.S.A.,3.0,Trinitario,Venezuela
L'Amourette,Blend,0.72,U.S.A.,3.0,Criollo,"Peru, Ecuador, Venezuela"
Letterpress,"La Masica, Batch 7, FHIA",0.7,U.S.A.,3.5, ,Honduras
Letterpress,"Maya Mtn, Batch 18, Heirloom",0.7,U.S.A.,3.25, ,Belize
Letterpress,Liberia,0.7,U.S.A.,3.25, ,Liberia
Letterpress,Beniamo,0.7,U.S.A.,3.25, ,Bolivia
Letterpress,"San Juan Estate, Gran Couva",0.7,U.S.A.,3.5,Trinitario,Trinidad
Letterpress,San Andres,0.7,U.S.A.,3.0, ,Costa Rica
Letterpress,"La Red, Guaconejo",0.7,U.S.A.,3.25, ,Domincan Republic
Letterpress,Kokoa Kamili,0.7,U.S.A.,3.5, ,Tanzania
Letterpress,Maranura,0.7,U.S.A.,3.5,Forastero (Nacional),Peru
Levy,Sambirano,0.71,Finland,3.5,Criollo,Madagascar
Lilla,Madagascar,0.7,Finland,3.0,Trinitario,Madagascar
Lillie Belle,Perfect Illusion,0.65,U.S.A.,3.5,Criollo,Peru
Lillie Belle,"Bolivia, Wild Thing",0.68,U.S.A.,3.5,Criollo,Bolivia
Lillie Belle,La Selva,0.68,U.S.A.,3.75, ,Peru
Lillie Belle,Purple Haze,0.75,U.S.A.,2.75, ,"Venezuela, Dom. Rep."
Lillie Belle,"The Other One, Grand Cru",0.74,U.S.A.,3.0, ,Dominican Republic
Lillie Belle,Wild Thing,0.68,U.S.A.,3.5,Criollo,Bolivia
Lindt & Sprungli,Excellence (US Version),0.85,Switzerland,3.0, , 
Loiza,Puerto Rico,0.65,Puerto Rico,2.5, ,Puerto Rico
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",0.7,U.S.A.,3.75, ,Hawaii
Lonohana,"Haleiwa E, O'ahu, 2014",0.65,U.S.A.,3.25, ,Hawaii
Lonohana,"Haleiwa E, O'ahu, 2014",0.75,U.S.A.,3.75, ,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",0.71,U.S.A.,3.0, ,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",0.72,U.S.A.,3.0, ,Hawaii
Lonohana,"Hawaiian Crown, Kona Vanilla",0.7,U.S.A.,3.5, ,Hawaii
Love Bar,Nicaragua,0.75,U.S.A.,2.0, ,Nicaragua
Luker,Selva,0.46,Colombia,2.75, ,"Colombia, Ecuador"
Luker,Macondo,0.6,Colombia,3.0, ,"Colombia, Ecuador"
Luker,Misterio,0.58,Colombia,3.0, ,"Colombia, Ecuador"
Luker,Santander,0.65,Colombia,3.5, ,Colombia
Machu Picchu Trading Co.,Peru,0.7,Peru,1.5, ,Peru
Machu Picchu Trading Co.,Peru,0.55,Peru,2.25, ,Peru
Madecasse (Cinagra),Madagascar,0.67,Madagascar,3.5,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,0.7,Madagascar,3.75,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,0.63,Madagascar,4.0,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,0.75,Madagascar,3.5,Trinitario,Madagascar
Madre,Guadalcanal,0.73,U.S.A.,3.5, ,Solomon Islands
Madre,Puerto Rico,0.7,U.S.A.,2.75, ,Puerto Rico
Madre,Brazil,0.7,U.S.A.,3.5, ,Brazil
Madre,"Choobua, Kona",0.7,U.S.A.,2.75, ,Hawaii
Madre,"Xocunusco, Chiapas, Pichucalco",0.7,U.S.A.,2.75, ,Mexico
Madre,"Hamakua Coast, Kokoleka",0.7,U.S.A.,3.25, ,Hawaii
Madre,"Criollo, Hawaii",0.7,U.S.A.,3.25,Criollo,Hawaii
